budget_1e21,N_params_B,D_tokens_B,Q_target,loss,train_cost_1e21,quality_cost_1e21,attention_cost_1e21,total_cost_1e21,train_cost_share,quality_cost_share,attention_cost_share,coefficient_source,bootstrap_draw,context_tokens_fixed
0.01,2.8470558726876924,0.43371982922752705,0.9899999999999993,1.3127929339651738,0.0074089475214200035,0.0015794841774289994,0.0010115683015912112,0.010000000000440214,0.7408947521093852,0.15794841773594684,0.10115683015466806,b6_b8_lambda10,36,4096
10.0,84.88119166805102,15.33746542439563,0.99,0.5401189279873787,7.811174054341386,0.055854683893156495,2.1329712617721546,10.000000000006697,0.7811174054336155,0.005585468389311909,0.2132971261770726,b6_b8_lambda10,36,8192
1000.0,990.3025259266817,132.13585602415924,0.9899999999999937,0.2984474326451752,785.1268319172555,0.4812011805706541,214.39196690220524,1000.0000000000314,0.7851268319172309,0.000481201180570639,0.2143919669021985,b6_b8_lambda10,36,8192
0.01,2.5028897212959773,0.48287202301077464,0.99,1.2999101345489747,0.007251452538570375,0.0017584824780251186,0.0009900649865994752,0.010000000003194969,0.7251452536253559,0.1758482477463289,0.09900649862831526,b6_b8_lambda10,37,4096
10.0,71.75640336054957,18.12428751411497,0.9899999999999998,0.5530136490477608,7.8032021129124365,0.06600349678893992,2.130794390299289,10.000000000000666,0.7803202112911917,0.006600349678893553,0.21307943902991472,b6_b8_lambda10,37,8192
1000.0,840.8794900984376,155.60289587660867,0.9899999999999999,0.3118765944951324,785.059702455378,0.5666614607798012,214.37363608381523,999.9999999999729,0.7850597024553992,0.0005666614607798165,0.21437363608382104,b6_b8_lambda10,37,8192
0.01,2.388373952782375,0.5017935343421881,0.99,1.386683937562801,0.007190823642584942,0.0018273892370594931,0.000981787121334264,0.010000000000978698,0.7190823641881177,0.18273892368806469,0.09817871212381767,b6_b8_lambda10,38,4096
10.0,76.56230686215328,16.993645936317336,0.99,0.5806953571286181,7.806436409298672,0.06188602195350216,2.1316775688324907,10.000000000084665,0.7806436409232579,0.00618860219529782,0.2131677568814443,b6_b8_lambda10,38,8192
1000.0,965.5981214827445,135.5148255816132,0.99,0.3273255621607283,785.1171660880049,0.4935064260133778,214.3893274864312,1000.0000000004494,0.785117166087652,0.000493506426013156,0.21438932748633485,b6_b8_lambda10,38,8192
0.01,2.34729487633962,0.5089475884400717,0.99,1.3342403934198077,0.007167900400024716,0.001853442265974965,0.000978657334616708,0.010000000000616389,0.7167900399582895,0.18534422658607208,0.09786573345563847,b6_b8_lambda10,39,4096
10.0,66.73858173758481,19.477318441402172,0.9899999999999999,0.5347983415394078,7.799331652982921,0.07093085034118239,2.1297374967078695,10.000000000031973,0.7799331652957984,0.00709308503409556,0.21297374967010602,b6_b8_lambda10,39,8192
1000.0,773.2055576302337,169.21346906767928,0.99,0.29004755818756234,785.0207682541277,0.6162272946484618,214.36300445126048,1000.0000000000366,0.7850207682540989,0.0006162272946484392,0.21436300445125264,b6_b8_lambda10,39,8192
