budget_1e21,budget_flops,coefficient_source,context_tokens,cost_function,frontier_method,loss,N_params_B,D_tokens_B,Q_target,train_cost_share,quality_cost_share,attention_cost_share
398.1071705534969,3.9810717055349694e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.095295879460417,130.13281465727079,201.94841741897267,0.9680690677671944,0.21101858706505439,0.7313592707603814,0.05762214217456418
464.1588833612782,4.641588833612782e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.073477476599363,134.0120919213566,210.1170646079529,0.9716741909229887,0.2143482603612769,0.7271203746760704,0.05853136496265268
541.1695265464638,5.411695265464638e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.0516590737383096,137.8913691854424,218.28571179693301,0.975279314078783,0.21767793365749943,0.7228814785917594,0.05944058775074117
630.957344480193,6.30957344480193e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.029840670877256,141.7706464495282,226.45435898591316,0.9788844372345772,0.22100760695372193,0.7186425825074484,0.060349810538829665
735.6422544596406,7.356422544596406e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.008022268016202,145.649923713614,234.62300617489328,0.9824895603903715,0.22433728024994443,0.7144036864231373,0.06125903332691815
857.6958985908946,8.576958985908945e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9862038651551481,149.52920097769982,242.7916533638735,0.9860946835461657,0.22766695354616698,0.7101647903388264,0.062168256115006655
1000.0,1e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9643854622940946,153.40847824178562,250.96030055285362,0.98969980670196,0.23099662684238947,0.7059258942545154,0.06307747890309515
1165.9144011798312,1.1659144011798312e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9558089088418302,161.75302060895447,369.14785248236524,0.9897016463338886,0.23814789135046996,0.6968218577847617,0.06503025086476832
1359.356390878524,1.359356390878524e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.947232355389566,170.0975629761233,487.3354044118769,0.9897034859658171,0.24529915585855044,0.687717821315008,0.0669830228264415
1584.893192461114,1.584893192461114e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9386558019373017,178.44210534329227,605.52295634139,0.9897053255977457,0.25245042036663107,0.6786137848452543,0.06893579478811472
1847.8497974222907,1.8478497974222908e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9300792484850373,186.78664771046112,723.7105082709016,0.9897071652296743,0.2596016848747115,0.6695097483755006,0.0708885667497879
2154.4346900318824,2.1544346900318823e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.921502695032773,195.13119007762995,841.8980602004132,0.9897090048616028,0.26675294938279204,0.6604057119057468,0.07284133871146108
2511.886431509582,2.5118864315095823e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9129261415805086,203.47573244479892,960.0856121299264,0.9897108444935314,0.2739042138908726,0.651301675435993,0.07479411067313428
2928.6445646252373,2.928644564625237e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.9043495881282442,211.82027481196778,1078.2731640594382,0.98971268412546,0.2810554783989531,0.6421976389662394,0.07674688263480746
3414.5488738336007,3.414548873833601e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.89577303467598,220.1648171791366,1196.4607159889497,0.9897145237573887,0.2882067429070336,0.6330936024964857,0.07869965459648065
3981.071705534969,3.981071705534969e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8871964812237156,228.50935954630546,1314.6482679184612,0.9897163633893172,0.2953580074151141,0.6239895660267321,0.08065242655815383
4641.588833612782,4.641588833612782e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8786199277714513,236.85390191347443,1432.8358198479743,0.9897182030212458,0.30250927192319466,0.6148855295569783,0.08260519851982703
5411.6952654646375,5.411695265464638e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8700433743191869,245.1984442806433,1551.023371777486,0.9897200426531744,0.30966053643127517,0.6057814930872245,0.08455797048150021
6309.57344480193,6.30957344480193e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8614668208669225,253.5429866478121,1669.2109237069976,0.9897218822851029,0.3168118009393557,0.5966774566174708,0.08651074244317339
7356.422544596407,7.356422544596406e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8528902674146583,261.88752901498094,1787.3984756365091,0.9897237219170315,0.32396306544743614,0.5875734201477172,0.08846351440484658
8576.958985908946,8.576958985908947e+24,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.844313713962394,270.2320713821499,1905.5860275660225,0.9897255615489601,0.3311143299555167,0.5784693836779634,0.09041628636651979
