loss_domain,donor_domain,recipient_1,recipient_2,transfer_each,n_test_recipes,mean_nonadditive_delta_loss,median_nonadditive_delta_loss,mean_absolute_nonadditive_delta_loss,sign_consistency,interpretation
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,uspto_backgrounds,0.05,65,0.11197370829101837,0.08842085246037001,0.11197370829101837,1.0,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,freelaw,0.05,65,0.029290815046591513,0.002089383571647563,0.04996957600139935,0.5692307692307692,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,stackexchange,0.05,65,0.007892820490267826,-0.00040569322290018306,0.03590465279507609,0.5076923076923077,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,github,0.05,65,-0.00020509200514366144,0.00011182153409095008,0.06299045840927572,0.5230769230769231,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,pubmed_central,0.05,65,0.02053242905131673,0.0025685387959590855,0.03485117351159272,0.5384615384615384,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,wikipedia_en,pile_cc,0.05,65,0.012605734266463359,0.001708481274249607,0.05346200200908529,0.5384615384615384,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,freelaw,0.05,65,0.03652417359899203,0.01024983239645838,0.04874119469799853,0.6923076923076923,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,stackexchange,0.05,65,-0.01967446845738528,-0.005105324941941269,0.06225204190709642,0.5692307692307692,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,github,0.05,65,0.007321673260210047,0.0006106266122065662,0.06127054940950425,0.5076923076923077,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,pubmed_central,0.05,65,0.008356894858756363,-0.0025099389089540125,0.045029214477806466,0.5384615384615384,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,uspto_backgrounds,pile_cc,0.05,65,0.027482850226281746,0.007660462729567996,0.04990434014539735,0.6923076923076923,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,freelaw,stackexchange,0.05,65,0.0023874517745169645,0.001063040333050047,0.05014410856003583,0.5230769230769231,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,freelaw,github,0.05,65,0.014471416121736675,0.0076564793820370625,0.06451939206913018,0.5846153846153846,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,freelaw,pubmed_central,0.05,65,-0.030746851712181614,-0.010171239669921395,0.08200950224651411,0.6,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,freelaw,pile_cc,0.05,65,-0.019788302121548716,0.001152898812633918,0.08031819793439231,0.5384615384615384,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,stackexchange,github,0.05,65,0.04394230694245098,0.02109303222352299,0.044747192839667944,0.9384615384615385,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,arxiv,stackexchange,pubmed_central,0.05,65,0.04733311270239221,0.01838287227603974,0.04834195879225593,0.9076923076923077,"quadratic-model non-additivity; conditional association, not causal synergy"
