draw,scale_coef,time_coef_per_month,variance_share_scale,variance_share_time,variance_share_residual
1129,6.182311363390361,0.1583527201110151,0.30235247504578117,0.003684557546851319,0.6939629674073675
1130,5.84462284568032,-0.03854979623389898,0.3670171286707949,0.02240654457776864,0.6105763267514365
1131,5.997295968942943,0.21101533829506813,0.33047482439686365,0.006546128520866279,0.6629790470822701
1132,6.191641720754932,0.07853853714734349,0.37290958682184594,0.011470477000957824,0.6156199361771962
1133,6.070698139394316,0.1270605344674678,0.3598396685417967,0.003826481912296731,0.6363338495459065
1134,6.161170901104068,0.31685889795589706,0.3019747509977513,0.008550158777047678,0.689475090225201
1135,5.53449804473611,-0.03858817292680161,0.3430437243588326,0.014246817431707692,0.6427094582094597
1136,6.4695922635782015,-0.08857450486321383,0.361278293151748,0.02675778511054072,0.6119639217377113
1137,5.948813798031328,0.24495367519661748,0.2986359886139168,0.005083527821876377,0.6962804835642068
1138,5.986862242389179,0.05012727850343435,0.3649566219370438,0.007986008764114816,0.6270573692988414
1139,7.28286400328653,0.11703143370475733,0.38275059545864887,0.008615781495014185,0.608633623046337
1140,6.512935163787243,0.1623627223454287,0.34256248155795754,0.007476028429013293,0.6499614900130292
1141,6.778388278250689,0.19811249497185113,0.3807068210346808,0.010894689067982744,0.6083984898973365
1142,5.394525970350347,-0.053870579983385625,0.32049358254204974,0.010510773499979753,0.6689956439579705
1143,6.29102133469262,0.06819869746931762,0.40030233479399113,0.014026282882893426,0.5856713823231154
1144,6.371803670493368,0.02370672828824194,0.3425156619528736,0.0066945094328937915,0.6507898286142326
1145,6.380390369324085,0.08501917644168966,0.3756124297904674,0.0038898542203420483,0.6204977159891906
